Name;Category;Location;WikidataID;DateCelebration;DateDeclaration;Lattitude;Longitude;NombreLink;;Ubicacion2;Ubicacion2Link;Coordinate1;Coordinate1Link;Coordinate2;Coordinate2Link;Coordinate3;Coordinate3Link;Coordinate4;Image;Coordinate4Lin k;Coordinate5;Coordinate5Link;Coordinate6;Coordinate6Link;Coordinate7;Coordinate7Link;;Fecha2;Fecha2Link;Fecha3;Fecha4;Fecha4Link;;IdentificatorLink;Category;CategoryLink;Imagen1;Imagen1Alt;Image1Link
Semana Santa en Toledo;International;Toledo;Q23199311;Semana Santa;"2014[30]​; 2014";39°52′00″N;4°02′00″O;https://es.wikipedia.org/w/index.php?title=Semana_Santa_en_Toledo&action=edit&redlink=1;;Toledo;https://es.wikipedia.org/wiki/Toledo;http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;39°52′00″N 4°02′00″O / 39.86667, -4.03333 (Toledo);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_52_00_N_4_02_00_W_&title=Toledo;39°52′00″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_52_00_N_4_02_00_W_&title=Toledo;4°02′00″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_52_00_N_4_02_00_W_&title=Toledo;3.986.667,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_52_00_N_4_02_00_W_&title=Toledo;-403.333;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_52_00_N_4_02_00_W_&title=Toledo;Toledo;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_52_00_N_4_02_00_W_&title=Toledo;;Semana Santa;https://es.wikipedia.org/wiki/Semana_Santa;"2014[30]​; 2014";[30];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-30;;https://www.wikidata.org/wiki/Q23199311;Holy Week in Toledo, Spain;https://commons.wikimedia.org/wiki/Category:Holy_Week_in_Toledo,_Spain;"http://4v.dia.fi.upm.es/test/test2_files/100px-Viernes_Santo_-_Toledo,_Espa%C3%B1a_-_m_-_2010.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Semana Santa en Toledo; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Viernes_Santo_-_Toledo,_Espa%C3%B1a_-_m_-_2010.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23199311&descriptionlang=es&categories=Holy+Week+in+Toledo%2C+Spain&description=Semana+Santa+en+Toledo"
Semana Santa en Zaragoza;International;Zaragoza;Q9075892;Semana Santa;"2014[31]​; 2014";41°39′00″N;0°53′00″O;https://es.wikipedia.org/wiki/Semana_Santa_en_Zaragoza;;Zaragoza;https://es.wikipedia.org/wiki/Zaragoza;http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;41°39′00″N 0°53′00″O / 41.65000, -0.88333 (Zaragoza);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_39_00_N_0_53_00_W_&title=Zaragoza;41°39′00″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_39_00_N_0_53_00_W_&title=Zaragoza;0°53′00″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_39_00_N_0_53_00_W_&title=Zaragoza;4.165.000,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_39_00_N_0_53_00_W_&title=Zaragoza;-0.88333;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_39_00_N_0_53_00_W_&title=Zaragoza;Zaragoza;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_39_00_N_0_53_00_W_&title=Zaragoza;;Semana Santa;https://es.wikipedia.org/wiki/Semana_Santa;"2014[31]​; 2014";[31];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-31;;https://www.wikidata.org/wiki/Q9075892;Holy Week in Zaragoza;https://commons.wikimedia.org/wiki/Category:Holy_Week_in_Zaragoza;"http://4v.dia.fi.upm.es/test/test2_files/100px-Domingo_de_Ramos,_Cofrad%C3%ADa_de_la_Entrada_(Zaragoza).jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Semana Santa en Zaragoza; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Domingo_de_Ramos,_Cofrad%C3%ADa_de_la_Entrada_(Zaragoza).jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q9075892&descriptionlang=es&categories=Holy+Week+in+Zaragoza&description=Semana+Santa+en+Zaragoza"
Procesión del Domingo de Ramos de Elche;International;Elche;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Alicante)""";Q3327994;Domingo de Ramos;"1997[32]​; 1997";38°16′01″N;0°41′54″O;https://es.wikipedia.org/wiki/Procesi%C3%B3n_del_Domingo_de_Ramos_de_Elche;;"Elche; Alicante";"https://es.wikipedia.org/wiki/Elche; https://es.wikipedia.org/wiki/Provincia_de_Alicante";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;38°16′01″N 0°41′54″O / 38.26694, -0.69833 (Elche);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_16_01_N_0_41_54_W_&title=Elche;38°16′01″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_16_01_N_0_41_54_W_&title=Elche;0°41′54″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_16_01_N_0_41_54_W_&title=Elche;3.826.694,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_16_01_N_0_41_54_W_&title=Elche;-0.69833;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_16_01_N_0_41_54_W_&title=Elche;Elche;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_16_01_N_0_41_54_W_&title=Elche;;Domingo de Ramos;https://es.wikipedia.org/wiki/Domingo_de_Ramos;"1997[32]​; 1997";[32];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-32;;https://www.wikidata.org/wiki/Q3327994;Palm Sunday in Elx;https://commons.wikimedia.org/wiki/Category:Palm_Sunday_in_Elx;"http://4v.dia.fi.upm.es/test/test2_files/100px-Domingo_de_Ramos_-_panoramio_(16).jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Procesión del Domingo de Ramos de Elche; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Domingo_de_Ramos_-_panoramio_(16).jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q3327994&descriptionlang=es&categories=Palm+Sunday+in+Elx&description=Procesi%C3%B3n+del+Domingo+de+Ramos+de+Elche";;
Bando de la Huerta;International;Murcia;Q5719012;Martes siguiente a la Semana Santa;"2012 [33]​; 2012";37°59′10″N;1°07′49″O;https://es.wikipedia.org/wiki/Bando_de_la_Huerta;;Murcia;https://es.wikipedia.org/wiki/Murcia;http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;37°59′10″N 1°07′49″O / 37.98611, -1.13028 (Murcia);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;37°59′10″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;1°07′49″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;3.798.611,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;-113.028;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;Murcia;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;;;;"2012 [33]​; 2012";[33];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-33;;https://www.wikidata.org/wiki/Q5719012;Bando de la Huerta;https://commons.wikimedia.org/wiki/Category:Bando_de_la_Huerta;"http://4v.dia.fi.upm.es/test/test2_files/100px-Bando_de_la_Huerta.JPG; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Bando de la Huerta; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Bando_de_la_Huerta.JPG; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q5719012&descriptionlang=es&categories=Bando+de+la+Huerta&description=Bando+de+la+Huerta"
Entierro de la Sardina en Murcia;International;Murcia;Q2886090;Sábado siguiente a Semana Santa;"2006[34]​; 2006";37°59′10″N;1°07′49″O;https://es.wikipedia.org/wiki/Entierro_de_la_Sardina_en_Murcia;;Murcia;https://es.wikipedia.org/wiki/Murcia;http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;37°59′10″N 1°07′49″O / 37.98611, -1.13028 (Murcia);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;37°59′10″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;1°07′49″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;3.798.611,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;-113.028;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;Murcia;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_59_10_N_1_07_49_W_&title=Murcia;;Semana Santa;https://es.wikipedia.org/wiki/Semana_Santa;"2006[34]​; 2006";[34];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-34;;https://www.wikidata.org/wiki/Q2886090;Entierro de la Sardina en Murcia;https://commons.wikimedia.org/wiki/Category:Entierro_de_la_Sardina_en_Murcia;"http://4v.dia.fi.upm.es/test/test2_files/60px-Catafalco_de_la_sardina_2015_(Murcia).jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Entierro de la Sardina en Murcia; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Catafalco_de_la_sardina_2015_(Murcia).jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q2886090&descriptionlang=es&categories=Entierro+de+la+Sardina+en+Murcia&description=Entierro+de+la+Sardina+en+Murcia"
Feria de Abril;International;Sevilla;Q2918983;Dos semanas después de Semana Santa;"1980[35]​; 1980";37°23′00″N;5°59′00″O;https://es.wikipedia.org/wiki/Feria_de_Abril;;Sevilla;https://es.wikipedia.org/wiki/Sevilla;http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;37°23′00″N 5°59′00″O / 37.38333, -5.98333 (Sevilla);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_23_00_N_5_59_00_W_&title=Sevilla;37°23′00″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_23_00_N_5_59_00_W_&title=Sevilla;5°59′00″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_23_00_N_5_59_00_W_&title=Sevilla;3.738.333,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_23_00_N_5_59_00_W_&title=Sevilla;-598.333;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_23_00_N_5_59_00_W_&title=Sevilla;Sevilla;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_23_00_N_5_59_00_W_&title=Sevilla;;Semana Santa;https://es.wikipedia.org/wiki/Semana_Santa;"1980[35]​; 1980";[35];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-35;;https://www.wikidata.org/wiki/Q2918983;Feria de Abril;https://commons.wikimedia.org/wiki/Category:Feria_de_Abril;"http://4v.dia.fi.upm.es/test/test2_files/100px-SevillaFeAb08CarrEpo001.JPG; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Feria de Abril; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:SevillaFeAb08CarrEpo001.JPG; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q2918983&descriptionlang=es&categories=Feria+de+Abril&description=Feria+de+Abril"
Feria del Caballo;International;Jerez de la Frontera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Cádiz)""";Q129226;Tres semanas después de Semana Santa;"1980[36]​; 1980";36°42′00″N;6°07′00″O;https://es.wikipedia.org/wiki/Feria_del_Caballo;;"Jerez de la Frontera; Cádiz";"https://es.wikipedia.org/wiki/Jerez_de_la_Frontera; https://es.wikipedia.org/wiki/Provincia_de_C%C3%A1diz";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;36°42′00″N 6°07′00″O / 36.70000, -6.11667 (Jerez de la Frontera);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_42_00_N_6_07_00_W_&title=Jerez+de+la+Frontera;36°42′00″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_42_00_N_6_07_00_W_&title=Jerez+de+la+Frontera;6°07′00″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_42_00_N_6_07_00_W_&title=Jerez+de+la+Frontera;3.670.000,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_42_00_N_6_07_00_W_&title=Jerez+de+la+Frontera;-611.667;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_42_00_N_6_07_00_W_&title=Jerez+de+la+Frontera;Jerez de la Frontera;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_42_00_N_6_07_00_W_&title=Jerez+de+la+Frontera;;Semana Santa;https://es.wikipedia.org/wiki/Semana_Santa;"1980[36]​; 1980";[36];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-36;;https://www.wikidata.org/wiki/Q129226;Feria del Caballo;https://commons.wikimedia.org/wiki/Category:Feria_del_Caballo;"http://4v.dia.fi.upm.es/test/test2_files/100px-ACaballoFeriaJerez2007.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Feria del Caballo; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:ACaballoFeriaJerez2007.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q129226&descriptionlang=es&categories=Feria+del+Caballo&description=Feria+del+Caballo";;
Moros y Cristianos de Alcoy;International;Alcoy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Alicante)""";Q5650710;Del 22 al 24 de abril;"1980[37]​; 1980";38°41′54″N;0°28′25″O;https://es.wikipedia.org/wiki/Moros_y_Cristianos_de_Alcoy;;"Alcoy; Alicante";"https://es.wikipedia.org/wiki/Alcoy; https://es.wikipedia.org/wiki/Provincia_de_Alicante";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;38°41′54″N 0°28′25″O / 38.69833, -0.47361 (Alcoy);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_41_54_N_0_28_25_W_&title=Alcoy;38°41′54″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_41_54_N_0_28_25_W_&title=Alcoy;0°28′25″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_41_54_N_0_28_25_W_&title=Alcoy;3.869.833,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_41_54_N_0_28_25_W_&title=Alcoy;-0.47361;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_41_54_N_0_28_25_W_&title=Alcoy;Alcoy;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_41_54_N_0_28_25_W_&title=Alcoy;;;;"1980[37]​; 1980";[37];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-37;;https://www.wikidata.org/wiki/Q5650710;Moros i Cristians d'Alcoi;https://commons.wikimedia.org/wiki/Category:Moros_i_Cristians_d%27Alcoi;"http://4v.dia.fi.upm.es/test/test2_files/100px-Detalle_alardo_tarde_2007.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Moros y Cristianos de Alcoy; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Detalle_alardo_tarde_2007.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q5650710&descriptionlang=es&categories=Moros+i+Cristians+d%27Alcoi&description=Moros+y+Cristianos+de+Alcoy";;
Fiestas de la Santísima y Vera Cruz;International;Caravaca de la Cruz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Murcia)""";Q5861795;Del 1 al 5 de mayo;"2004[38]​; 2004";38°06′27″N;1°51′36″O;https://es.wikipedia.org/wiki/Fiestas_de_la_Sant%C3%ADsima_y_Vera_Cruz_(Caravaca_de_la_Cruz);;"Caravaca de la Cruz; Murcia";"https://es.wikipedia.org/wiki/Caravaca_de_la_Cruz; https://es.wikipedia.org/wiki/Regi%C3%B3n_de_Murcia";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;38°06′27″N 1°51′36″O / 38.10750, -1.86000 (Caravaca de la Cruz);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_06_27_N_1_51_36_W_&title=Caravaca+de+la+Cruz;38°06′27″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_06_27_N_1_51_36_W_&title=Caravaca+de+la+Cruz;1°51′36″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_06_27_N_1_51_36_W_&title=Caravaca+de+la+Cruz;3.810.750,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_06_27_N_1_51_36_W_&title=Caravaca+de+la+Cruz;-186.000;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_06_27_N_1_51_36_W_&title=Caravaca+de+la+Cruz;Caravaca de la Cruz;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_06_27_N_1_51_36_W_&title=Caravaca+de+la+Cruz;;;;"2004[38]​; 2004";[38];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-38;;https://www.wikidata.org/wiki/Q5861795;Fiestas Patronales de la Santísima y Vera Cruz;https://commons.wikimedia.org/wiki/Category:Fiestas_Patronales_de_la_Sant%C3%ADsima_y_Vera_Cruz;"http://4v.dia.fi.upm.es/test/test2_files/100px-A_los_caballos_del_vino.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Fiestas de la Santísima y Vera Cruz; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:A_los_caballos_del_vino.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q5861795&descriptionlang=es&categories=Fiestas+Patronales+de+la+Sant%C3%ADsima+y+Vera+Cruz&description=Fiestas+de+la+Sant%C3%ADsima+y+Vera+Cruz";;
Romería de El Rocío;International;Almonte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
